dataset_id,dataset_name,platform,modality,species,tissue,disease,perturbation,n_samples,data_access_link,download_url,data_downloadable,original_publication,original_publication_link,original_publication_year,first_published_by_model_paper,notes
yao2023_merfish,Allen Brain Cell Atlas (ABC Atlas),MERFISH,spatial transcriptomics,Mouse,Brain,,,,638850,,,"Yao et al., A high-resolution transcriptomic and spatial atlas of cell types in the whole mouse brain, Nature (2023)",https://doi.org/10.1111/jnc.70406/v1/review1,2023,no,"also: https://alleninstitute.github.io/abc_atlas_access/descriptions/MERFISH-C57BL6J-638850.html, https://doi.org/10.35077/g.610, https://github.com/AllenInstitute/abc_atlas_access/blob/main/descriptions/MERFISH-C57BL6J-638850.md, https://vizgen.com/data-release-program/"
he2022_cosmx,"non-small-cell lung cancer sample (lung 5, replicate 1)",CosMx,spatial transcriptomics,Human,Liver,,,,https://datadryad.org/stash/dataset/doi:10.5061/dryad.x3f580gwz,,,"He et al., High-plex imaging of RNA and proteins at subcellular resolution in fixed tissue by spatial molecular imaging, Nat. Biotechnol. (2022)",,2022,no,"also: https://nanostring.com/products/cosmx-spatial-molecular-imager/ffpe-dataset/, https://nanostring.com/products/cosmx-spatial-molecular-imager/ffpe-dataset/nsclc-ffpe-dataset/, https://nanostring.com/products/cosmx-spatial-molecular-imager/nsclc-ffpe-dataset/, https://nanostring.com/products/cosmx-spatialmolecular-imager/nsclc-ffpe-dataset/, https://nanostring.com/resources/cosmx-frontal-cortex-data-files/, https://nanostring.com/resources/smi-ffpe-dataset-lung9-rep1-data, https://nanostring.com/wp-content/uploads/2023/01/LiverPublicDataRelease.html, https://staging.nanostring.com/products/cosmx-spatial-molecular-imager/ffpe-dataset/nsclc-ffpe-dataset/original publication link unresolved (Crossref miss)"
xenium_human_col_xenium,Xenium human colon,Xenium,spatial transcriptomics,Human,Lung,,,,https://www.10xgenomics.com/datasets/,,,,,,yes,original publication link unresolved (Crossref miss)
mouse_brain_tiss_visium,Mouse brain tissue sections dataset,10× Visium,spatial transcriptomics,human,breast cancer,,,,https://support.10xgenomics.com/spatial-gene-expression/datasets,,,,,,yes,original publication link unresolved (Crossref miss)
gut2018_4i,4i datasets,4i,spatial proteomics,,,,,,https://github.com/scverse/squidpy,,,"Gut et al., Multiplexed protein maps link subcellular organization to cellular states, Science (2018)",https://doi.org/10.3410/f.733753838.793549113,2018,no,also: https://zenodo.org/record/8141084
keren2019_mibi,MIBI-TOF breast cancer,MIBI-TOF,spatial proteomics,,,,,,https://data.mendeley.com/datasets/d87vg86zd8,,,"Keren et al., MIBI-TOF: a multiplexed imaging platform relates cellular phenotypes and tissue structure, Sci. Adv. (2019)",https://doi.org/10.1126/sciadv.aax5851,2019,no,also: https://github.com/scverse/squidpy
villacampa2021_visium,Human ovarian carcinosarcoma Visium dataset,Visium,spatial transcriptomics,human,ovarian carcinosarcoma,,,,,,,"Villacampa et al., Genome-wide spatial expression profiling in formalin-fixed tissues, Cell Genom. (2021)",https://doi.org/10.1101/2020.07.24.219758,2021,no,
janesick2023_visium,"BRCA pair (Xenium In Situ Sample 1, Replicate 1; Visium Spatial; FRP)",Visium and Xenium,spatial transcriptomics,human,breast cancer,,,,GSE243275,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE243275&format=file,,"Janesick et al., High resolution mapping of the tumor microenvironment using integrated single-cell, spatial and in situ analysis, Nat. Commun. (2023)",https://doi.org/10.1038/s41467-023-43458-x,2023,no,"also: GSE243280, https://www.10xgenomics.com/products/xenium-in-situ/preview-dataset-human-breast"
he2022_visium,Breast cancer dataset,Visium,spatial transcriptomics,human,breast tumor,,,,,,,"He et al., Starfysh reveals heterogeneous spatial dynamics in the breast tumor microenvironment, bioRxiv (2022)",https://doi.org/10.1101/2022.11.21.517420,2022,no,
barkley2022_visium,endometrial carcinoma Visium dataset,Visium,spatial transcriptomics,human,breast cancer,,,,GSE203612,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE203612&format=file,,"Barkley et al., Cancer cell states recur across tumor types and form specific interactions with the tumor microenvironment, Nat. Genet. (2022)",https://doi.org/10.3410/f.742269703.793594913,2022,no,
garbarino2023_visium,GSE206552_GSM6256810 to GSE206552_GSM6256813,Visium,spatial transcriptomics,human,colorectal liver metastasis,,,,GSE206552,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE206552&format=file,,"Garbarino et al., Spatial resolution of cellular senescence dynamics in human colorectal liver metastasis, Aging Cell (2023)",https://doi.org/10.1111/acel.13853,2023,no,also: https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE206552
wu2021_visium,"Human primary liver cancer samples (HCC-1N, HCC-1L, HCC-1T, cHC-1N, cHC-1L, cHC-1T, HCC-2N, HCC-2L, HCC-2T, HCC-2P, HCC-3N, HCC-3L, HCC-3T, HCC-4N, HCC-4L, HCC-4T, ICC-1L, HCC-5A, HCC-5B, HCC-5C, HCC-5D)",Visium,spatial transcriptomics,human,liver cancer,,,,HRA000437,,,"Wu et al., Comprehensive analysis of spatial architecture in primary liver cancer, Sci. Adv. (2021)",,2021,no,also: https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000437original publication link unresolved (Crossref miss)
figiel2023_visium,Prostate cancer dataset,Visium,spatial transcriptomics,human,prostate biopsy,,,,,,,"Figiel et al., Spatial transcriptomic analysis of virtual prostate biopsy reveals confounding effect of tissue heterogeneity on genomic signatures, Mol. Cancer (2023)",https://doi.org/10.1186/s12943-023-01863-2,2023,no,
sountoulidis2023_visium,Embryonic lung dataset,Visium,spatial transcriptomics,human,embryonic lung,,,,,,,"Sountoulidis et al., A topographic atlas defines developmental origins of cell heterogeneity in the human embryonic lung, Nat. Cell Biol. (2023)",https://doi.org/10.1038/s41556-022-01064-x,2023,no,
engblom2023_visium,Sleep apnea tonsil sample dataset,Visium,spatial transcriptomics,human,tonsil,,,,,,,"Engblom et al., Spatial transcriptomics of B cell and T cell receptors reveals lymphocyte clonal dynamics, Science (2023)",https://doi.org/10.1126/science.adf8486,2023,no,
oliveira2024_visiumhd,"Colorectal cancer VisiumHD samples (P1, P2, P5, and normal P3)",Visium-HD,spatial transcriptomics,human,colorectal cancer,,,,https://www.10xgenomics.com/products/visium-hd-spatial-gene-expression/dataset-human-crc,,,"Oliveira et al., Characterization of immune cell populations in the tumor microenvironment of colorectal cancer using high definition spatial profiling, bioRxiv (2024)",https://doi.org/10.1101/2024.06.04.597233,2024,no,
in_house_tnbc_pa2025_xenium,In-house TNBC patient-derived xenograft,Xenium,spatial transcriptomics,human,triple-negative breast cancer,,,,,,,A visual–omics foundation model to bridge histopathology with spatial transcriptomics,https://doi.org/10.1038/s41592-025-02707-1,2025,yes,
kleshchevnikov2022_visium,mouse half-brain 10X Visium dataset,Visium,spatial transcriptomics,mouse,brain,,,,E-MTAB-11115 and E-MTAB-11114,,,"Kleshchevnikov et al., Cell2location maps fine-grained cell types in spatial transcriptomics, Nat. Biotechnol. (2022)",https://doi.org/10.1038/s41587-021-01139-4,2022,no,"also: https://support.10xgenomics.com/spatial-gene-expression/datasets/1.1.0/V1_Human_Lymph_Node, https://www.10xgenomics.com/resources/datasets/human-lymph-node-1-standard-1-1-0, https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-11114?accession=E-MTAB-11114"
kumar2023_visium,Normal human breast histology and ST dataset,Visium,spatial transcriptomics,human,breast,,,,,,,"Kumar et al., A spatially resolved single-cell genomic atlas of the adult human breast, Nature (2023)",,2023,no,original publication link unresolved (Crossref miss)
kuppe2022_visium,"Human myocardial infarction scRNA-seq, scATAC-seq and 10x Visium data",Visium,spatial transcriptomics,human,heart,,,,https://cellxgene.cziscience.com/collections/8191c283-0816-424b-9b61-c3e1d6258a77,,,"Kuppe et al., Spatial multi-omic map of human myocardial infarction, Nature (2022)",https://doi.org/10.3410/f.742275067.793594761,2022,no,"also: https://zenodo.org/record/6578047, https://zenodo.org/records/6580069#.ZHYP9OzMK3I"
kanemaru2023_visium,normal human heart spatial transcriptomics dataset,Visium,spatial transcriptomics,human,heart,,,,https://www.heartcellatlas.org/,,,"Kanemaru et al., Spatially resolved multiomics of human cardiac niches, Nature (2023)",https://doi.org/10.1038/s44161-023-00327-6,2023,no,
berglund2018_unknown,prostate cancer dataset,,,Human,prostate cancer,,,,,,,"Berglund et al., Spatial maps of prostate cancer transcriptomes reveal an unexplored landscape of heterogeneity, Nat Commun (2018)",https://doi.org/10.1038/s41467-018-04724-5,2018,no,
maniatis2019_unknown,amyotrophic lateral sclerosis dataset,,,Mouse,,,,,,,,"Maniatis et al., Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis, Science (2019)",https://doi.org/10.1101/389270,2019,no,
moncada2020_st,Human pancreatic ductal adenocarcinoma dataset (PDAC-A-1),ST,spatial transcriptomics,Human,pancreatic cancer,,,,GSE111672,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE111672&format=file,,"Moncada et al., Integrating microarray-based spatial transcriptomics and single-cell RNA-seq reveals tissue architecture in pancreatic ductal adenocarcinomas, Nat Biotechnol (2020)",https://doi.org/10.3410/f.737201328.793570113,2020,no,"also: https://doi.org/10.1038/s41587-019-0392-8, https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE111672"
sthl2016_st,Mouse Olfactory Bulb and Breast Cancer data,ST,spatial transcriptomics,Mouse,olfactory bulb,,,,https://db.cngb.org/stomics/datasets/STDS0000017,,,"Ståhl et al., Visualization and analysis of gene expression in tissue sections by spatial transcriptomics, Science (2016)",https://doi.org/10.3410/f.726472001.793554182,2016,no,"also: https://github.com/almaan/her2st, https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE111672, https://www.spatialresearch.org/, https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403, https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/"
wang2018_starmap,"Mouse cortex consecutive sections (BZ5, BZ9, BZ14)",STARmap,spatial transcriptomics,Mouse,visual cortex,,,,Drop-box visual_1020,,,"Wang et al., Three-dimensional intact-tissue sequencing of single-cell transcriptional states, Science (2018)",https://doi.org/10.3410/f.733482536.793547704,2018,no,"also: http://clarityresourcecenter.org, http://clarityresourcecenter.org/, http://sdmbench.drai.cn, http://starmapresources.org/data, https://clarityresourcecenter.org, https://doi.org/10.6084/m9.figshare.22565209.v1, https://drive.google.com/drive/folders/1I1nxheWlc2RXSdiv24dex3YRaEh780my?usp=sharing, https://gene.ai.tencent.com/SpatialOmics/, https://github.com/CaiGroup/ClusterMap, https://github.com/libedeutch/BOOST-HMI/blob/main/data, https://github.com/weallen/STARmap, https://github.com/zhengli09/BASS-Analysis, https://github.com/zhengli09/BASS-Analysis/tree/master/data, https://kangaroo-goby.squarespace.com/data, https://stagate.readthedocs.io/en/latest/index.html#, https://sysbio.gzzoc.com/Mouse-Brain-Aging/, https://www.dropbox.com/sh/f7ebheru1lbz91s/AABYSSjSTppBmVmWl2H4s_K-a?dl=0, https://www.dropbox.com/sh/f7ebheru1lbz91s/AADm6D54GSEFXB1feRy6OSASa/visual_1020/20180505_BY3_1kgenes, https://www.dropbox.com/sh/f7ebheru1lbz91s/AADm6D54GSEFXB1feRy6OSASa/visual_1020/20180505_BY3_1kgenes?dl=0&subfolder_nav_tracking=1, https://www.dropbox.com/sh/f7ebheru1lbz91s/AADm6D54GSEFXB1feRy6OSASa/visual_1020/20180505_BY3_kgenes?dl=0&subfolder_nav_tracking=1, https://www.starmapresources.com/data, https://www.starmapresources.org, https://www.starmapresources.org/data, https://xzhoulab.github.io/SRTsim/, https://zenodo.org/record/7830764#.ZDpObi-1HUI, https://zenodo.org/records/3967291, https://zhengli09.github.io/BASS-Analysis/STARmap.html"
andersson2021_st,HER2-positive breast cancer data (Sample H1),ST,spatial transcriptomics,Human,HER2-positive breast tumor,,,,https://doi.org/10.5281/zenodo.4739739,https://zenodo.org/api/records/4739739/files/images.pdf/content,,"Andersson et al., Spatial deconvolution of HER2-positive breast cancer delineates tumor-associated cell type interactions, Nat Commun (2021)",https://doi.org/10.1038/s41467-021-26271-2,2021,no,"also: https://doi.org/10.5281/zenodo.4751624, https://github.com/almaan/HER2st/, https://github.com/almaan/her2st, https://zenodo.org/records/3957257, https://zenodo.org/records/4751624"
ji2020_st,Human squamous cell carcinoma (SCC) data,ST,spatial transcriptomics,Human,cutaneous squamous cell carcinoma,,,,GSE144240,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE144240&format=file,,"Ji et al., Multimodal analysis of composition and spatial architecture in human squamous cell carcinoma, Cell (2020)",https://doi.org/10.1016/j.cell.2020.08.043,2020,no,"also: https://identifiers.org/geo:GSM4284322, https://www.ncbi.nlm.nih.gov/geo/ (GSE144240)"
thrane2018_st,Stage III cutaneous malignant melanoma dataset,ST,spatial transcriptomics,Human,cutaneous malignant melanoma,,,,ST_mel1_rep1_counts.tsv,,,"Thrane et al., Spatially resolved transcriptomics enables dissection of genetic heterogeneity in stage III cutaneous malignant melanoma, Cancer Res (2018)",https://doi.org/10.1158/0008-5472.can-18-0747,2018,no,"also: http://www.spatialtranscriptomicsresearch.org/, https://www.spatialresearch.org/resources-published-datasets/doi-10-1158-0008-5472-can-18-0747/, https://www.spatialresearch.org/wp-content/uploads/2019/03/ST-Melanoma-Datasets_1.zip"
meylan2022_visium,Human clear cell renal cell carcinoma primary tumors,10x Visium,spatial transcriptomics,Human,clear cell renal cell carcinoma,,,,GEO: GSE175540,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE175540&format=file,,"Meylan et al., Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer, Immunity (2022)",https://doi.org/10.1016/j.immuni.2022.02.001,2022,no,also: GSE175540
janesick2023_xenium,10x Xenium breast cancer dataset (IDC and ILC) / Human BRCA Xenium dataset,10x Xenium,spatial transcriptomics,Human,breast cancer,,,,GSM7780153,,,"Janesick et al., High resolution mapping of the tumor microenvironment using integrated single-cell, spatial and in situ analysis, Nat Commun (2023)",https://doi.org/10.1038/s41467-023-43458-x,2023,no,"also: https://cf.10xgenomics.com/samples/xenium/1.3.0/Xenium_Preview_Human_Non_diseased_Lung_With_Add_on_FFPE/Xenium_Preview_Human_Non_diseased_Lung_With_Add_on_FFPE_analysis_summary.html, https://doi.org/10.1038/s41467-023-43458-x, https://www.10xgenomics.com/datasets, https://www.10xgenomics.com/datasets/fresh-frozen-mouse-brain-for-xenium-explorer-demo-1-standard, https://www.10xgenomics.com/datasets/mouse-pup-preview-data-xenium-mouse-tissue-atlassing-panel-1-standard, https://www.10xgenomics.com/jp/products/xenium-in-situ/preview-dataset-human-breast, https://www.10xgenomics.com/products/xenium-in-situ/preview-dataset, https://www.10xgenomics.com/products/xenium-in-situ/preview-dataset-human-breast, https://www.10xgenomics.com/support/in-situ-gene-expression/documentation/steps/onboard-analysis/at-a-glance-xenium-output-files, https://www.embopress.org/doi/full/10.15252/msb.20199389, https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE194122, https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243280"
