dataset_name,platform,modality,species,tissue,disease,n_samples,data_access_link,origin,source_paper_title,source_paper_doi,source_paper_year,source_paper_id,found_via,data_downloadable
STARmap PLUS Alzheimer's Disease mouse brain data,STARmap PLUS,spatial transcriptomics,mouse,cortical and hippocampal regions,Alzheimer's disease,4,,reused,Spatial mutual nearest neighbors for spatial transcriptomics data,10.1093/bioinformatics/btaf403,2025,PMC12317746,literature_search,no link
MERFISH mouse hypothalamic preoptic region data,MERFISH,spatial transcriptomics,mouse,hypothalamic preoptic region,,181,,reused,Spatial mutual nearest neighbors for spatial transcriptomics data,10.1093/bioinformatics/btaf403,2025,PMC12317746,literature_search,no link
Visium human hippocampus data,10x Genomics Visium Spatial Gene Expression,spatial transcriptomics,human,hippocampus,,31,,reused,Spatial mutual nearest neighbors for spatial transcriptomics data,10.1093/bioinformatics/btaf403,2025,PMC12317746,literature_search,no link
Spatial Transcriptomics Mouse Olfactory Bulb,Spatial Transcriptomics (ST),spatial transcriptomics,mouse,olfactory bulb,healthy,1,https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,yes (http 200)
Spatial Transcriptomics Human Breast Cancer,Spatial Transcriptomics (ST),spatial transcriptomics,human,breast cancer,breast cancer,1,https://www.spatialresearch.org/resources-published-datasets/doi-10-1126science-aaf2403/,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,yes (http 200)
10x Visium Human Breast Cancer,10x Visium,spatial transcriptomics,human,breast cancer,breast cancer,1,https://www.10xgenomics.com/resources/datasets/,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,yes (http 200)
10x Visium Human Heart,10x Visium,spatial transcriptomics,human,heart,healthy,1,https://www.10xgenomics.com/resources/datasets/,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,yes (http 200)
10x Visium Human Lymph Node,10x Visium,spatial transcriptomics,human,lymph node,healthy,1,https://www.10xgenomics.com/resources/datasets/,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,yes (http 200)
10x Visium Mouse Kidney Coronal Section,10x Visium,spatial transcriptomics,mouse,kidney,healthy,1,https://www.10xgenomics.com/resources/datasets/,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,yes (http 200)
10x Visium Mouse Brain Coronal Section,10x Visium,spatial transcriptomics,mouse,brain,healthy,1,https://www.10xgenomics.com/resources/datasets/,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,yes (http 200)
10x Visium Mouse Brain Sagittal-Posterior,10x Visium,spatial transcriptomics,mouse,brain,healthy,1,https://www.10xgenomics.com/resources/datasets/,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,yes (http 200)
10x Visium Mouse Brain Sagittal-Anterior,10x Visium,spatial transcriptomics,mouse,brain,healthy,1,https://www.10xgenomics.com/resources/datasets/,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,yes (http 200)
Slide-seq Mouse Cerebellum,Slide-seq,spatial transcriptomics,mouse,cerebellum,healthy,1,https://singlecell.broadinstitute.org/single_cell,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,yes (http 200)
Slide-seqV2 Mouse Brain,Slide-seqV2,spatial transcriptomics,mouse,brain,healthy,1,https://singlecell.broadinstitute.org/single_cell,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,yes (http 200)
HDST Mouse Olfactory Bulb,HDST,spatial transcriptomics,mouse,olfactory bulb,healthy,1,https://singlecell.broadinstitute.org/single_cell,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,yes (http 200)
STARmap Mouse Visual Cortex,STARmap,spatial transcriptomics,mouse,visual cortex,healthy,1,https://www.dropbox.com/sh/f7ebheru1lbz91s/AABYSSjSTppBmVmWl2H4s_K-a?dl=0,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,yes (http 200)
LCM-seq Mouse Jejunum,LCM-seq,,mouse,jejunum,healthy,1,https://zenodo.org/record/1320734,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,"yes (zenodo record, 5 files)"
NICHE-seq Mouse Immune Niches,NICHE-seq,,mouse,bone marrow / immune niches,healthy,1,GSE104054,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,yes (GEO record GSE104054)
Tomo-seq Male C. elegans,Tomo-seq,,C. elegans,whole organism,healthy,1,GSE114723,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,yes (GEO record GSE114723)
Paired Cell Sequencing Mouse Liver Endothelial Cells,Paired cell sequencing,,mouse,liver,healthy,1,GSE108561,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,yes (GEO record GSE108561)
seqFISH Mouse Hippocampus/Region 43,seqFISH,spatial transcriptomics,mouse,hippocampus,healthy,1,,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,no link
seqFISH+ Mouse Brain Olfactory Bulb,seqFISH+,spatial transcriptomics,mouse,olfactory bulb,healthy,1,https://github.com/CaiGroup/seqFISH-PLUS,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,yes (http 200)
MERFISH Mouse Hypothalamic Preoptic Region,MERFISH,spatial transcriptomics,mouse,hypothalamic preoptic region,healthy,1,https://github.com/Teichlab/SpatialDE/blob/master/Analysis/MERFISH/data/rep6/middle_exp_mat.csv,reused,Modeling zero inflation is not necessary for spatial transcriptomics,10.1186/s13059-022-02684-0,2022,PMC9116027,literature_search,yes (http 200)
Mouse testis Slide-seqV2 dataset,Slide-seqV2,spatial transcriptomics,mouse,testis,healthy,,https://singlecell.broadinstitute.org/single_cell/study/SCP2166/testis-slide-seq,reused,Applications of spatial transcriptomics in studying spermatogenesis,10.1111/andr.70043,2025,PMC12183010,literature_search,yes (http 200)
Diabetic mouse testis Slide-seqV2 dataset,Slide-seqV2,spatial transcriptomics,mouse,testis,diabetes (leptin-deficient),,https://singlecell.broadinstitute.org/single_cell/study/SCP2166,reused,Applications of spatial transcriptomics in studying spermatogenesis,10.1111/andr.70043,2025,PMC12183010,literature_search,yes (http 200)
GeoMx Human Brain Dataset,GeoMx,spatial transcriptomics,Homo sapiens,Brain,healthy,2,https://nanostring.com/products/geomx-digital-spatial-profiler/spatial-organ-atlas/,reused,Differential gene expression analysis of spatial transcriptomic experiments using spatial mixed models,10.1038/s41598-024-61758-0,2024,PMC11094014,literature_search,yes (http 200)
GeoMx Human Liver Dataset,GeoMx,spatial transcriptomics,Homo sapiens,Liver,healthy,2,https://nanostring.com/products/geomx-digital-spatial-profiler/spatial-organ-atlas/,reused,Differential gene expression analysis of spatial transcriptomic experiments using spatial mixed models,10.1038/s41598-024-61758-0,2024,PMC11094014,literature_search,yes (http 200)
Visium Brain Motor Cortex Dataset,Visium,spatial transcriptomics,Homo sapiens,Brain motor cortex,healthy,2,,reused,Differential gene expression analysis of spatial transcriptomic experiments using spatial mixed models,10.1038/s41598-024-61758-0,2024,PMC11094014,literature_search,no link
Visium Glioblastoma Dataset,Visium,spatial transcriptomics,Homo sapiens,Glial tissue / Brain,Glioblastoma,2,,reused,Differential gene expression analysis of spatial transcriptomic experiments using spatial mixed models,10.1038/s41598-024-61758-0,2024,PMC11094014,literature_search,no link
CosMx SMI Cancerous Liver Dataset,CosMx-SMI,spatial transcriptomics,Homo sapiens,Liver,Cancerous (Liver Cancer),1,https://nanostring.com/products/geomx-digital-spatial-profiler/spatial-organ-atlas/,reused,Differential gene expression analysis of spatial transcriptomic experiments using spatial mixed models,10.1038/s41598-024-61758-0,2024,PMC11094014,literature_search,yes (http 200)
CosMx SMI Normal Liver Dataset,CosMx-SMI,spatial transcriptomics,Homo sapiens,Liver,healthy,1,https://nanostring.com/products/geomx-digital-spatial-profiler/spatial-organ-atlas/,reused,Differential gene expression analysis of spatial transcriptomic experiments using spatial mixed models,10.1038/s41598-024-61758-0,2024,PMC11094014,literature_search,yes (http 200)
CosMx SMI Lung Dataset,CosMx-SMI,spatial transcriptomics,Homo sapiens,Lung,Non-small cell lung cancer (NSCLC),2,https://nanostring.com/products/geomx-digital-spatial-profiler/spatial-organ-atlas/,reused,Differential gene expression analysis of spatial transcriptomic experiments using spatial mixed models,10.1038/s41598-024-61758-0,2024,PMC11094014,literature_search,yes (http 200)
Human HER2-positive breast cancer tumors (sample H1),10x Visium,spatial transcriptomics,human,breast cancer tumor,HER2-positive breast cancer,,https://zenodo.org,reused,STANCE: a unified statistical model to detect cell-type-specific spatially variable genes in spatial transcriptomics,10.1038/s41467-025-57117-w,2025,PMC11842841,literature_search,"no (link is a site root, not a dataset)"
Human kidney cancer tumor core (patient PD47171),10x Visium,spatial transcriptomics,human,kidney cancer tumor core,Kidney cancer,,https://data.mendeley.com/datasets/g67bkbnhhg/1,reused,STANCE: a unified statistical model to detect cell-type-specific spatially variable genes in spatial transcriptomics,10.1038/s41467-025-57117-w,2025,PMC11842841,literature_search,yes (http 200)
Mouse olfactory bulb (MOB replicate #8),Spatial transcriptomics (100 μ m2 resolution),,mouse,olfactory bulb,Healthy,12,https://www.spatialresearch.org,reused,STANCE: a unified statistical model to detect cell-type-specific spatially variable genes in spatial transcriptomics,10.1038/s41467-025-57117-w,2025,PMC11842841,literature_search,"no (link is a site root, not a dataset)"
Human Dorsolateral Prefrontal Cortex (DLPFC) Visium dataset,10x Genomics Visium,spatial transcriptomics,Human,Dorsolateral Prefrontal Cortex,,12,http://spatial.libd.org/spatialLIBD/,reused,STEAM: Spatial Transcriptomics Evaluation Algorithm and Metric for clustering performance,10.1093/bib/bbaf570,2025,PMC12576956,literature_search,yes (http 200)
"Human Breast Cancer Visium dataset (Block A, Section 1) / BRCA1 dataset",10x Genomics Visium,spatial transcriptomics,Human,Breast,Invasive ductal carcinoma (Stage IIA ER+/PR-/HER2+),1,https://www.10xgenomics.com/datasets/human-breast-cancer-block-a-section-1-1-standard-1-1-0,reused,STEAM: Spatial Transcriptomics Evaluation Algorithm and Metric for clustering performance,10.1093/bib/bbaf570,2025,PMC12576956,literature_search,yes (http 200)
Xenium mouse cortex dataset,10x Genomics Xenium,spatial transcriptomics,Mouse,Cortex,,,https://www.10xgenomics.com/datasets/fresh-frozen-mouse-brain-for-xenium-explorer-demo-1-standard,reused,STEAM: Spatial Transcriptomics Evaluation Algorithm and Metric for clustering performance,10.1093/bib/bbaf570,2025,PMC12576956,literature_search,yes (http 200)
CODEX intestinal dataset,CODEX,spatial proteomics,Human,Intestine,,4,https://doi.org/10.5061/dryad.pk0p2ngrf,reused,STEAM: Spatial Transcriptomics Evaluation Algorithm and Metric for clustering performance,10.1093/bib/bbaf570,2025,PMC12576956,literature_search,yes (http 200)
Human Tonsil Dataset,CODEX,spatial proteomics,human,tonsil,,,http://stat.wharton.upenn.edu/~zongming/maxfuse/data.zip,reused,Cross-level Cross-Scale Inference and Imputation of Single-cell Spatial Proteomics,10.21203/rs.3.rs-7108570/v1,2025,PMC12324605,literature_search,yes (http 200)
Metastatic Breast Cancer Dataset (HTAN),CODEX,spatial proteomics,human,liver and breast tissue,metastatic breast cancer,9,https://singlecell.broadinstitute.org/single_cell/study/SCP2702/htapp–mbc,reused,Cross-level Cross-Scale Inference and Imputation of Single-cell Spatial Proteomics,10.21203/rs.3.rs-7108570/v1,2025,PMC12324605,literature_search,unverified (unreachable during check: UnicodeEncodeError)
Human intestine dataset,Visium,spatial transcriptomics,human,colon,healthy,1,GSE158328,reused,Tissue characterization at an enhanced resolution across spatial omics platforms with deep generative model,10.1038/s41467-024-50837-5,2024,PMC11297205,literature_search,yes (GEO record GSE158328)
Mouse head dataset,Xenium,spatial transcriptomics,mouse,head,healthy,1,https://www.10xgenomics.com/datasets/mouse-pup-preview-data-xenium-mouse-tissue-atlassing-panel-1-standard,reused,Tissue characterization at an enhanced resolution across spatial omics platforms with deep generative model,10.1038/s41467-024-50837-5,2024,PMC11297205,literature_search,yes (http 200)
Mouse kidney dataset,Xenium,spatial transcriptomics,mouse,kidney,healthy,1,https://www.10xgenomics.com/datasets/mouse-pup-preview-data-xenium-mouse-tissue-atlassing-panel-1-standard,reused,Tissue characterization at an enhanced resolution across spatial omics platforms with deep generative model,10.1038/s41467-024-50837-5,2024,PMC11297205,literature_search,yes (http 200)
Human ductal carcinoma dataset,Xenium,spatial transcriptomics,human,breast,ductal carcinoma in situ,1,https://www.10xgenomics.com/products/xenium-in-situ/preview-dataset-human-breast,reused,Tissue characterization at an enhanced resolution across spatial omics platforms with deep generative model,10.1038/s41467-024-50837-5,2024,PMC11297205,literature_search,yes (http 200)
